935	255	10	10	350936.375000	15924.560547	290428.375000	1	0	1 //<Кладовщик>/Пуфу
6021	255	10	10	350593	15943	291114	1	0	1 //<Гарант серебра>/nГельман
884	255	255	50	17874	29548	248044	1	0	1 //Мастер перемещений в ХМ Эльф илларион
1053	255	10	10	365915	15888	296552	1	0	1 //Нубоалхимик эш
1053	10	10	255	198089	12498	223571	1	0	1 //Нубоалхимик чз
1053	10	255	10	428696	21133	138915	1	0	1 //Нубоалхимик бай
1053	255	255	5	187152	24155	100164	1	0	1 //Нубоалхимик роден
25321	255	10	10	349418	15737	295237	1	0	1 //Ванга (Эш)
1065	255	10	10	349037	15920	292158	1	0	1 //Золотой сундук сокровищ (Эш)
1065	10	255	10	431048	20677	144199	1	0	1 //Золотой сундук сокровищ (Байрон)
1065	10	255	10	184259	23779	104812	1	0	1 //Золотой сундук сокровищ (Роден)
134	255	10	10	365656	15889	296321	1	0	1 //Алхимик Шарлин, Иллюма
157	255	255	12	601869	15168	399250	1	0	1 //Оружейник Бэрри, Иллюма
167	255	255	12	594637	15175	397867	1	0	1 //Кладовщик Пофо, Иллюма
313	255	255	112	364823	18116	252870	1	0	1 //Эльвина
383	255	255	112	381928	15735	238554	1	0	1 //Акоста
1035	255	255	112	341599	18442	242227	1	0	1 //Рэкс
335	255	255	112	301286	13368	262041	1	0	1 //Нильсон
297	255	255	112	284402	11527	301741	1	0	1 //Шана
277	255	10	10	356170	15583	286067	1	0	1 //Гильгамеш
2482	1	255	231	1140515.250000	13839.640625	405370.781250	1	0	1 //Бек данж 이름없음 <바알베크의
2480	1	255	230	1158762.125000	15426.842773	341218.843750	1	0	1 //Юпа данж 이름없음 <유피테르의
2248	1	255	206	808078.437500	27490.945313	1091875.625000	1	0	1 //Юпа1 Руди 이름없음 <바알베크
2249	1	255	207	806118.000000	21851.224609	1067050.125000	1	0	1 //Юпа2 Руссель 이름없음 <바알베크
2250	1	255	208	831699.625000	25311.597656	1022574.062500	1	0	1 //Юпа3 Рубьян 이름없음 <바알베크
2251	1	255	219	838160	27257	1050532	1	0	1 //Юпа4 Белла 이름없음 <바알베크
2244	1	255	210	727558.062500	32950.390625	1121019.750000	1	0	1 //Бек1 Ариэль 이름없음 <유피테르
2245	1	255	211	760857.062500	38019.550781	1125813.125000	1	0	1 //Бек2 Эльмион 이름없음 <유피테르
2246	1	255	212	778263.937500	46991.085938	1179078.875000	1	0	1 //Бек3 Риз 이름없음 <유피테르
2247	1	255	213	742042.125000	49058.027344	1185248.125000	1	0	1 //Бек4 Фамис 이름없음 <유피테르
2234	1	255	216	759448.125000	18217.917969	1021383.062500	1	0	1 //Луг музыки небесных сфер 이름없음 <아벨리온
2235	1	255	217	770093.437500	21272.982422	1061978.375000	1	0	1 //Пустынный каньон 이름없음 <아벨리온
2233	1	255	215	727762.000000	19593.855469	1032867.875000	1	0	1 //Тихая пустышь 이름없음 <아벨리온
2232	1	255	214	751703.937500	29623.605469	1085957.625000	1	0	1 //Запретные джунгли 이름없음 <아벨리온
2031	255	255	101	710305.250000	17425.757813	484235.656250	1	0	1 //Воин света 이름없음 <자원
2026	255	255	101	707977.312500	16320.833008	483881.218750	1	0	1 //Этин разрушитель 이름없음 <라르카
2032	255	255	101	708954.000000	16399.970703	482372.000000	1	0	1 //Наемный убийца 이름없음 <자원
2027	255	255	101	711848.875000	16333.172852	481534.375000	1	0	1 //Разведчик 이름없음 죽지
2028	255	255	101	709460.750000	16210.578125	478494.000000	1	0	1 //Кровожадный людоед 이름없음 만월에
2025	255	255	101	713724.875000	15389.801758	479751.593750	1	0	1 //Солдат рарки 이름없음 <라르카
628	255	255	101	715012	15413	476758	1	0	1 //Алхимик Джени (РП1)
2033	255	255	101	716168.250000	15319.670898	481652.187500	1	0	1 //Старший офицер 이름없음 <자원
2034	255	255	101	717026.687500	15388.677734	479919.281250	1	0	1 //Пехотинец 이름없음 <자원
3065	255	10	10	352618	15920	292695	1	0	1 //Администратор (ежедневные задания)
944	255	10	10	352438	15920	293138	1	0	1 //Помощник администратор
121000	255	10	10	366151	15888	297685	0	0	1 //Крестоносец 40+ 
121001	10	10	255	206352	11463	231167	0	0	1 //Ужасный Крестоносец 45+
121002	255	10	10	354055	15612	297790	1	0	1 //[Задание на очки опыта  (50+)] Дракон рыцарь					
121003	10	10	255	208660	12529	226421	1	0	1 //[Задание на очки опыта  (55+)] Валькирия
121004	10	255	10	425487	21132	138221	1	0	1 //[Задание на очки опыта  (60+)] Темный рыцарь
121005	255	255	5	184848	23785	107032	1	0	1 //Метатрон 65+
121006	255	255	101	708935	17560	487498	1	0	1 //[Задание на очки опыта  (70+)] Инферно
121007	255	255	101	708613	17560	486575	1	0	1 //Повелитель мертвых 75+
121008	1	255	201	791958	30048	1103500	1	0	1 //[Задание на очки опыта  (80+)] Оферсина
121009	1	255	201	792877	30002	1096436	1	0	1 //Нептун 85+
121010	1	255	201	792573	30025	1096801	1	0	1 //Арес 90+
121011	1	255	201	786964	30039	1107724	1	0	1 //Гайя 95+
121012	1	255	201	786154	30053	1105867	1	0	1 //Хронос 100+
121013	255	10	10	359082	15610	299056	1	0	1 //Инфернал
121015	10	10	255	204575	12442	223818	1	0	1 //Рыцарь луны
121016	255	10	10	353851	15605	300156	1	0	1 //Кровавый вампир
121017	10	10	255	220838	11938	233400	1	0	1 //Королева Суккубов
121018	10	255	10	427594	20080	147222	1	0	1 //Рыцарь хаоса
121019	10	255	10	419343	25027	133271	1	0	1 //Лучник хаоса
121043	255	255	5	192434	24193	99427	1	0	1 //Гладиатор бывший 2131
121014	10	10	255	214540	11688	234593	1	0	1 //Принцесса
121020	255	255	5	192578	23958	108426	1	0	1 //Жрица Кабуки
121021	255	255	5	188830	23908	101369	1	0	1 //Епископ
121022	10	10	255	200578	11870	233916	1	0	1 //Инпут - ГК1-2-3
121023	210	240	220	15805	14109	492043	1	0	1 //Асмодеус
121024	210	240	220	16735	14070	491023	1	0	1 //Мио
121050	1	255	201	795266	30057	1107204	1	0	1 //Варвар - Храм Абеллуса
121049	10	255	10	411316	20208	146912	1	0	1 //Княгиня - Катакомбы
121051	255	255	12	594070	15164	395717	1	0	1 //Охотник на демонов - Храм Темных Жрецов
121052	10	255	10	434127	20131	139562	1	0	1 //Имперский рыцарь
628	210	240	220	11092	14150	490740	1	0	1 //Алхимик Джени (ХМ)
121025	255	255	12	598233	15234	396952	1	0	1 //Страж
2044	255	255	12	585031	20541	353316	1	0	1 //Гремлин Лерион (иллюма, справа)
2044	255	255	12	610415	20301	352457	1	0	1 //Гремлин Лерион (иллюма, слева)
6000	255	255	12	586338	20551	346601	1	0	1 //Правый стражник в ХТЖ (иллюма, справа)
6001	255	255	12	610028	20165	346534	1	0	1 //Левый стражник  в ХТЖ (иллюма, слева)
121026	255	255	12	600018	15210	394701	1	0	1 //Ученица
900	190	10	255	961107	38662	1276572	1	0	1 //Эльф Телепорт БМ1
900	240	10	220	960061	57414	1269564	1	0	1 //Эльф Телепорт БМ4
121027	190	10	255	960676	38661	1275401	1	0	1 //Воин Мунэльфа
2044	190	10	255	962892	38501	1270270	1	0	1 //Гремлин Лерион БМ1
2044	190	10	255	965843	43881	1277947	1	0	1 //Гремлин Лерион БМ2
2044	190	10	255	959008	48905	1280883	1	0	1 //Гремлин Лерион БМ3
2044	190	10	255	955283	53934	1275249	1	0	1 //Гремлин Лерион БМ4
121068	255	30	100	1149484	17540	1024244	1	0	1 //[Задание на энергию] Максимус
121032	1	255	201	792838	30020	1100008	1	0	1 //Жрица милашка
121033	1	255	201	792443	29997	1100398	1	0	1 //Колдунья
121034	10	255	10	425639	21132	141707	1	0	1 //Капитан ликанов
121035	255	255	107	825410	41335	384734	1	0	1 //Элементалистка
121028	10	10	255	203594	12497	228057	1	0	1 //Маг тьмы
121029	255	10	10	357346	15758	303100	1	0	1 //Пиротехник
121030	10	255	10	433001	19712	146255	1	0	1 //Самурай
121031	255	255	5	190754	23440	106146	1	0	1 //Цепной Инкуб
2314	255	10	10	363204	15778	292056	1	0	1 // Задание на трофеи Негус (Эшборн)
23141	10	10	255	199640	12515	226360	1	0	1 // Задание на трофеи Сарбаз (ЧЗ)
23142	10	255	10	427702	21132	139580	1	0	1 // Задание на трофеи Клавдий (Байрон)
23143	255	255	5	184624	23866	102169	1	0	1 // Задание на трофеи Феликс (Роден)
121036	90	90	90	949093	16896	720976	1	0	1 //Мастер (урон) БО2
121037	170	170	170	1010278	14024	93791	1	0	1 //Мастер (шанс крита) БЧД2
121038	20	20	20	951063	14535	89608	1	0	1 //Мастер (Сила крита) ТП2
121039	150	250	150	1140196	15098	91575	1	0	1 //Мастер (все параметры) ПЭ2
121040	100	250	100	1076796	13367	720588	1	0	1 //Мастер (Поглощение) ЛЖ2
121041	30	250	30	1073710	13430	343552	1	0	1 //Мастер (Уклонение) ПН2
121042	240	240	240	1013575	12852	848597	1	0	1 //Мастер (точность) ГК2
626	180	180	180	1036212	14031	318483	1	0	1 //Гремлин Дженди, БЧД3
626	30	30	30	971853	14917	318407	1	0	1 //Гремлин Дженди, ТП3
626	150	250	150	1162573	14989	65950	1	0	1 //Гремлин Дженди, ПЭ2
626	100	250	100	1098418	13414	695738	1	0	1 //Гремлин Дженди, ЛЖ2
626	30	250	30	1100394	14178	319830	1	0	1 //Гремлин Дженди, ПН2
626	240	240	240	1036269	12853	822568	1	0	1 //Гремлин Дженди, ГК2
1893	255	255	11	597858	17187	359255	1	0	1 //Мастер печати Бафомета Ронжель
134	255	10	10	365655.593750	15888.237305	296320.187500	1	0	1 //애쉬번마을 <잡화상인>/n셀린
135	255	10	10	349942.500000	16038.271484	297200.437500	1	0	1 //애쉬번마을 <길드관리인>/n브랜든
157	255	10	10	360987.531250	15729.406250	289222.750000	1	0	1 //애쉬번마을 <무구상인>/n배리
161	255	160	160	384197.312500	16536.119141	309574.000000	1	0	1 //애쉬번마을 <골동품상>/n워렐
162	255	10	10	363756.593750	15693.531250	299892.531250	1	0	1 //Ювелир Сэм
5084	255	10	10	362758	15625	299571	1	0	1 //Старый заклинатель Декурсион
6023	255	10	10	359875	15611	289380	1	0	1 //Внутренне перевоплощение Элтар
3572	255	10	10	363984	15626	300220	1	0	1 //Помощник Ювелира Патрус
167	255	10	10	358750.750000	15762.033203	302329.875000	1	0	1 //애쉬번마을 <창고지기>/n포포
243	40	255	255	694830.125000	13274.643555	108701.562500	0	0	1 //이름없음 <특수 매터리얼>/n교환원
243	255	10	255	774382.750000	13987.650391	698851.875000	1	0	1 //이름없음 <특수 매터리얼>/n교환원
243	20	255	255	687219.500000	13431.824219	13183.155273	0	0	1 //이름없음 <특수 매터리얼>/n교환원
243	30	255	255	741468.437500	21192.300781	54504.632813	0	0	1 //이름없음 <특수 매터리얼>/n교환원
243	10	10	255	201098.359375	12497.222656	227291.828125	1	0	1 //이름없음 <특수
243	255	255	5	191715.781250	23970.828125	109258.101563	1	0	1 //이름없음 <특수
243	10	255	10	425215.843750	21132.410156	140878.187500	1	0	1 //이름없음 <특수
243	1	255	201	788691.437500	30317.720703	1109171.250000	1	0	1 //이름없음 <특수
243	255	10	10	349880.125000	16042.758789	296645.343750	1	0	1 //이름없음 <특수
264	255	10	10	350556.750000	16042.498047	299231.656250	1	0	1 //애쉬번마을 크레아
287	10	10	255	205267.828125	11687.053711	238655.812500	1	0	1 //블랙랜드 <창고지기>/n토마
287	10	10	255	200532.609375	12625.061523	221630.718750	1	0	1 //블랙랜드 <창고지기>/n토마
288	10	10	255	211883.875000	11689.486328	234618.500000	0	0	1 //블랙랜드 엘렌
289	255	40	40	396799.437500	15506.011719	324923.593750	0	0	1 //애쉬번가드 <문지기>/n게일
291	1	255	201	799015.625000	30317.720703	1099878.250000	0	0	1 //블랙랜드 <보물상자>/n존슨
291	10	10	255	206569.484375	12498.042969	228183.250000	0	0	1 //블랙랜드 존슨
292	10	10	255	203065.328125	12497.716797	220828.093750	1	0	1 //블랙랜드 <무구상인>/n카트먼
293	10	10	255	199994.015625	12622.419922	221967.687500	0	0	1 //블랙랜드 모드마
294	10	10	255	205601.078125	11685.512695	229972.765625	0	0	1 //블랙랜드 <치안대장>/n길모어
295	10	10	255	199815.906250	12622.270508	222069.765625	0	0	1 //블랙랜드 마리아
296	10	10	255	198889.187500	12496.815430	224093.562500	1	0	1 //블랙랜드 <잡화상인>/n에밀리
299	10	10	255	204380.156250	12518.330078	225969.890625	0	0	1 //블랙랜드 새미
300	10	10	255	200891.109375	12515.425781	224095.421875	0	0	1 //블랙랜드 에드
301	70	70	255	263762.031250	20299.068359	222469.234375	0	0	1 //낙오자의마을 플로츠
302	70	70	255	263985.812500	20282.507813	223444.187500	0	0	1 //낙오자의마을 토비
303	70	70	255	261247.265625	19411.148438	218277.328125	1	0	1 //낙오자의마을 <창고지기>/n벤푸
304	70	70	255	265286.375000	20446.041016	220177.625000	1	0	1 //낙오자의마을 <잡화상인>/n루시
306	70	70	255	264553.500000	20386.714844	221185.703125	0	0	1 //낙오자의마을 제임스
307	70	70	255	261855.859375	20179.199219	224588.531250	1	0	1 //낙오자의마을 <독상인>/n잭
312	10	10	255	218307.578125	12171.625977	230678.687500	0	0	1 //블랙랜드 롭
314	0	0	255	226440.500000	13476.412109	241052.390625	0	0	1 //블랙랜드 로딘
315	0	0	255	185800.609375	11783.396484	221508.734375	0	0	1 //블랙랜드가드 <경비병>/n오웬스
316	10	10	255	193835.687500	12418.041992	226386.859375	0	0	1 //블랙랜드가드 <경비병>/n에이츠
318	0	0	255	202797.265625	12994.524414	214933.812500	0	0	1 //블랙랜드가드 <경비병>/n스판
320	10	10	255	208156.796875	12490.494141	221019.031250	0	0	1 //블랙랜드가드 <경비병>/n쉘
321	10	10	255	210409.625000	13041.626953	244754.203125	0	0	1 //블랙랜드가드 <경비병>/n셀비
322	10	10	255	204342.234375	12494.330078	219555.562500	0	0	1 //블랙랜드가드 <경비병>/n시어스
323	10	10	255	205109.906250	12499.049805	219726.156250	0	0	1 //블랙랜드가드 <경비병>/n랩코
324	10	10	255	196513.593750	12511.987305	224908.093750	0	0	1 //블랙랜드가드 <경비병>/n리드
325	10	10	255	196711.921875	12499.298828	224080.515625	0	0	1 //블랙랜드가드 <경비병>/n포그
326	10	10	255	220905.921875	11944.363281	233584.640625	0	0	1 //블랙랜드 퀸튼
327	10	10	255	208656.671875	12527.543945	226379.656250	0	0	1 //블랙랜드 레드키
